timestamp,equity,cash,exposure,num_positions
2026-02-15 06:10:35+00:00,10000.0,10000,0.0,0
2026-02-15 06:50:23+00:00,10000.0,10000,0.0,0
2026-02-15 07:40:19+00:00,10000.0,10000,0.0,0
2026-02-15 08:30:16+00:00,10000.0,10000,0.0,0
2026-02-15 09:10:16+00:00,10000.0,10000,0.0,0
2026-02-15 10:00:17+00:00,10000.0,10000,0.0,0
2026-02-15 10:40:15+00:00,10000.0,10000,0.0,0
2026-02-15 11:20:16+00:00,10000.0,10000,0.0,0
2026-02-15 12:10:16+00:00,10000.0,10000,0.0,0
2026-02-15 12:50:22+00:00,10000.0,10000,0.0,0
2026-02-15 13:40:15+00:00,10000.0,10000,0.0,0
2026-02-15 14:20:56+00:00,10000.0,10000,0.0,0
2026-02-15 15:10:27+00:00,10000.0,10000,0.0,0
2026-02-15 15:50:22+00:00,10000.0,10000,0.0,0
2026-02-15 16:30:17+00:00,10000.0,10000,0.0,0
2026-02-15 17:10:18+00:00,10000.0,10000,0.0,0
2026-02-15 17:50:18+00:00,10000.0,10000,0.0,0
2026-02-15 18:30:21+00:00,10000.0,10000,0.0,0
2026-02-15 19:10:20+00:00,10000.0,10000,0.0,0
2026-02-15 20:00:18+00:00,10000.0,10000,0.0,0
2026-02-15 20:50:15+00:00,10000.0,10000,0.0,0
2026-02-15 21:30:22+00:00,10000.0,10000,0.0,0
2026-02-15 22:20:16+00:00,10000.0,10000,0.0,0
2026-02-15 23:00:20+00:00,10000.0,10000,0.0,0
2026-02-15 23:40:17+00:00,10000.0,10000,0.0,0
2026-02-16 00:00:39+00:00,10000.0,10000,0.0,0
2026-02-16 00:10:14+00:00,10000.0,10000,0.0,0
2026-02-16 00:20:19+00:00,10000.0,10000,0.0,0
2026-02-16 00:30:26+00:00,10000.0,10000,0.0,0
2026-02-16 00:50:15+00:00,10000.0,10000,0.0,0
2026-02-16 01:00:32+00:00,10000.0,10000,0.0,0
2026-02-16 01:10:19+00:00,10000.0,10000,0.0,0
2026-02-16 01:30:13+00:00,10000.0,10000,0.0,0
2026-02-16 01:30:28+00:00,10000.0,10000,0.0,0
2026-02-16 01:50:27+00:00,10000.0,10000,0.0,0
2026-02-16 02:00:22+00:00,10000.0,10000,0.0,0
2026-02-16 02:10:31+00:00,10000.0,10000,0.0,0
2026-02-16 02:30:20+00:00,10000.0,10000,0.0,0
2026-02-16 02:30:39+00:00,10000.0,10000,0.0,0
2026-02-16 02:40:19+00:00,10000.0,10000,0.0,0
2026-02-16 03:00:14+00:00,10000.0,10000,0.0,0
2026-02-16 03:00:29+00:00,10000.0,10000,0.0,0
2026-02-16 03:10:20+00:00,10000.0,10000,0.0,0
2026-02-16 03:30:16+00:00,10000.0,10000,0.0,0
2026-02-16 03:40:16+00:00,10000.0,10000,0.0,0
2026-02-16 03:50:22+00:00,10000.0,10000,0.0,0
2026-02-16 04:00:27+00:00,10000.0,10000,0.0,0
2026-02-16 04:20:17+00:00,10000.0,10000,0.0,0
2026-02-16 04:30:33+00:00,10000.0,10000,0.0,0
2026-02-16 04:40:20+00:00,10000.0,10000,0.0,0
2026-02-16 05:00:20+00:00,10000.0,10000,0.0,0
2026-02-16 05:10:16+00:00,10000.0,10000,0.0,0
2026-02-16 05:30:13+00:00,10000.0,10000,0.0,0
2026-02-16 05:30:28+00:00,10000.0,10000,0.0,0
2026-02-16 05:50:19+00:00,10000.0,10000,0.0,0
2026-02-16 06:00:24+00:00,10000.0,10000,0.0,0
2026-02-16 06:00:40+00:00,10000.0,10000,0.0,0
2026-02-16 06:10:34+00:00,10000.0,10000,0.0,0
2026-02-16 06:30:28+00:00,10000.0,10000,0.0,0
2026-02-16 06:40:13+00:00,10000.0,10000,0.0,0
2026-02-16 06:50:20+00:00,10000.0,10000,0.0,0
2026-02-16 07:00:26+00:00,10000.0,10000,0.0,0
2026-02-16 07:20:15+00:00,10000.0,10000,0.0,0
2026-02-16 07:30:19+00:00,10000.0,10000,0.0,0
2026-02-16 07:40:14+00:00,10000.0,10000,0.0,0
2026-02-16 07:50:21+00:00,10000.0,10000,0.0,0
2026-02-16 08:00:26+00:00,10000.0,10000,0.0,0
2026-02-16 08:10:37+00:00,10000.0,10000,0.0,0
2026-02-16 08:30:17+00:00,10000.0,10000,0.0,0
2026-02-16 08:40:29+00:00,10000.0,10000,0.0,0
2026-02-16 09:00:16+00:00,10000.0,10000,0.0,0
2026-02-16 09:00:43+00:00,10000.0,10000,0.0,0
2026-02-16 09:10:19+00:00,10000.0,10000,0.0,0
2026-02-16 09:20:21+00:00,10000.0,10000,0.0,0
2026-02-16 09:30:26+00:00,10000.0,10000,0.0,0
2026-02-16 09:50:15+00:00,10000.0,10000,0.0,0
2026-02-16 10:00:21+00:00,10000.0,10000,0.0,0
2026-02-16 10:10:19+00:00,10000.0,10000,0.0,0
2026-02-16 10:30:14+00:00,10000.0,10000,0.0,0
2026-02-16 10:40:12+00:00,10000.0,10000,0.0,0
2026-02-16 10:50:15+00:00,10000.0,10000,0.0,0
2026-02-16 11:00:22+00:00,10000.0,10000,0.0,0
2026-02-16 11:10:22+00:00,10000.0,10000,0.0,0
2026-02-16 11:20:22+00:00,10000.0,10000,0.0,0
2026-02-16 11:30:27+00:00,10000.0,10000,0.0,0
2026-02-16 11:30:50+00:00,10000.0,10000,0.0,0
2026-02-16 11:40:32+00:00,10000.0,10000,0.0,0
2026-02-16 12:00:27+00:00,10000.0,10000,0.0,0
2026-02-16 12:00:51+00:00,10000.0,10000,0.0,0
2026-02-16 12:10:20+00:00,10000.0,10000,0.0,0
2026-02-16 12:30:17+00:00,10000.0,10000,0.0,0
2026-02-16 12:30:36+00:00,10000.0,10000,0.0,0
2026-02-16 12:40:20+00:00,10000.0,10000,0.0,0
2026-02-16 13:00:17+00:00,10000.0,10000,0.0,0
2026-02-16 13:00:33+00:00,10000.0,10000,0.0,0
2026-02-16 13:20:16+00:00,10000.0,10000,0.0,0
2026-02-16 13:30:22+00:00,10000.0,10000,0.0,0
2026-02-16 13:40:17+00:00,10000.0,10000,0.0,0
2026-02-16 13:50:21+00:00,10000.0,10000,0.0,0
2026-02-16 14:00:27+00:00,10000.0,10000,0.0,0
2026-02-16 14:20:14+00:00,10000.0,10000,0.0,0
2026-02-16 14:20:37+00:00,10000.0,10000,0.0,0
2026-02-16 14:30:17+00:00,10000.0,10000,0.0,0
2026-02-16 14:40:17+00:00,10000.0,10000,0.0,0
2026-02-16 14:50:23+00:00,10000.0,10000,0.0,0
2026-02-16 15:00:46+00:00,10000.0,10000,0.0,0
2026-02-16 15:10:18+00:00,10000.0,10000,0.0,0
2026-02-16 15:30:13+00:00,10000.0,10000,0.0,0
2026-02-16 15:30:29+00:00,10000.0,10000,0.0,0
2026-02-16 15:40:19+00:00,10000.0,10000,0.0,0
2026-02-16 16:00:16+00:00,10000.0,10000,0.0,0
2026-02-16 16:10:14+00:00,10000.0,10000,0.0,0
2026-02-16 16:20:19+00:00,10000.0,10000,0.0,0
2026-02-16 16:30:20+00:00,10000.0,10000,0.0,0
2026-02-16 16:40:20+00:00,10000.0,10000,0.0,0
2026-02-16 17:00:16+00:00,10000.0,10000,0.0,0
2026-02-16 17:10:16+00:00,10000.0,10000,0.0,0
2026-02-16 17:10:36+00:00,10000.0,10000,0.0,0
2026-02-16 17:10:54+00:00,10000.0,10000,0.0,0
2026-02-16 17:30:19+00:00,10000.0,10000,0.0,0
2026-02-16 17:40:17+00:00,10000.0,10000,0.0,0
2026-02-16 17:50:17+00:00,10000.0,10000,0.0,0
2026-02-16 18:00:27+00:00,10000.0,10000,0.0,0
2026-02-16 18:00:45+00:00,10000.0,10000,0.0,0
2026-02-16 18:10:22+00:00,10000.0,10000,0.0,0
2026-02-16 18:30:17+00:00,10000.0,10000,0.0,0
2026-02-16 18:40:15+00:00,10000.0,10000,0.0,0
2026-02-16 18:50:22+00:00,10000.0,10000,0.0,0
2026-02-16 18:50:42+00:00,10000.0,10000,0.0,0
2026-02-16 19:00:16+00:00,10000.0,10000,0.0,0
2026-02-16 19:10:14+00:00,10000.0,10000,0.0,0
2026-02-16 19:20:18+00:00,10000.0,10000,0.0,0
2026-02-16 19:30:18+00:00,10000.0,10000,0.0,0
2026-02-16 19:40:18+00:00,10000.0,10000,0.0,0
2026-02-16 19:50:23+00:00,10000.0,10000,0.0,0
2026-02-16 20:00:28+00:00,10000.0,10000,0.0,0
2026-02-16 20:20:17+00:00,10000.0,10000,0.0,0
2026-02-16 20:30:21+00:00,10000.0,10000,0.0,0
2026-02-16 20:30:38+00:00,10000.0,10000,0.0,0
2026-02-16 20:50:15+00:00,10000.0,10000,0.0,0
2026-02-16 21:00:23+00:00,10000.0,10000,0.0,0
2026-02-16 21:00:40+00:00,10000.0,10000,0.0,0
2026-02-16 21:10:16+00:00,10000.0,10000,0.0,0
2026-02-16 21:20:22+00:00,10000.0,10000,0.0,0
2026-02-16 21:30:28+00:00,10000.0,10000,0.0,0
2026-02-16 21:50:17+00:00,10000.0,10000,0.0,0
2026-02-16 22:00:24+00:00,10000.0,10000,0.0,0
2026-02-16 22:10:14+00:00,10000.0,10000,0.0,0
2026-02-16 22:20:32+00:00,10000.0,10000,0.0,0
2026-02-16 22:30:25+00:00,10000.0,10000,0.0,0
2026-02-16 22:50:17+00:00,10000.0,10000,0.0,0
2026-02-16 22:50:35+00:00,10000.0,10000,0.0,0
2026-02-16 22:50:55+00:00,10000.0,10000,0.0,0
2026-02-16 23:00:26+00:00,10000.0,10000,0.0,0
2026-02-16 23:20:19+00:00,10000.0,10000,0.0,0
