timestamp,equity,cash,exposure,num_positions
2026-03-07 17:30:00+00:00,9885.654852728903,9804.80157984628,80.85327288262326,1
2026-03-07 17:45:00+00:00,9801.860139372326,9610.93320075744,190.92693861488635,1
2026-03-07 18:00:00+00:00,9697.196650679423,9612.963699980479,84.23295069894455,1
2026-03-07 18:15:00+00:00,9612.448164272428,9586.818761115583,25.6294031568442,1
2026-03-07 18:30:00+00:00,9637.298777797012,9609.297057352169,28.001720444843198,1
2026-03-07 18:45:00+00:00,9608.425458668082,9574.065470209793,34.359988458289614,1
2026-03-07 19:00:00+00:00,9659.784854481453,9603.368502749332,56.416351732121136,1
2026-03-07 19:15:00+00:00,9744.49269137291,9583.337839427637,161.15485194527434,1
2026-03-07 19:30:00+00:00,9611.295453226156,9472.26613368981,139.02931953634533,1
2026-03-07 19:45:00+00:00,9664.027193661097,9613.83483093437,50.19236272672837,1
2026-03-07 20:00:00+00:00,9730.634753309492,9571.500193471067,159.13455983842542,1
2026-03-07 20:15:00+00:00,9888.639798510396,9851.349910678688,37.28988783170865,1
2026-03-07 20:30:00+00:00,9850.119932963635,9791.659298272092,58.460634691541834,1
2026-03-07 20:45:00+00:00,9789.388604341008,9636.811663620405,152.5769407206019,1
2026-03-07 21:00:00+00:00,9863.001814619449,9828.328843507321,34.67297111212831,1
2026-03-07 21:15:00+00:00,9827.129745750546,9790.092298976992,37.037446773554606,1
2026-03-07 21:30:00+00:00,9788.787297760357,9727.457805090504,61.329492669851945,1
2026-03-07 21:45:00+00:00,9727.457805090504,9727.457805090504,0.0,0
2026-03-07 22:00:00+00:00,9727.457805090504,9727.457805090504,0.0,0
2026-03-07 22:15:00+00:00,9727.457805090504,9727.457805090504,0.0,0
2026-03-07 22:30:00+00:00,9727.457805090504,9727.457805090504,0.0,0
2026-03-07 22:45:00+00:00,9727.457805090504,9727.457805090504,0.0,0
2026-03-07 23:00:00+00:00,9727.457805090504,9727.457805090504,0.0,0
2026-03-07 23:15:00+00:00,9727.457805090504,9727.457805090504,0.0,0
2026-03-07 23:30:00+00:00,9727.457805090504,9727.457805090504,0.0,0
2026-03-07 23:45:00+00:00,9727.457805090504,9727.457805090504,0.0,0
2026-03-08 00:00:00+00:00,9727.457805090504,9727.457805090504,0.0,0
2026-03-08 00:15:00+00:00,9727.457805090504,9727.457805090504,0.0,0
2026-03-08 00:30:00+00:00,9727.457805090504,9727.457805090504,0.0,0
2026-03-08 00:45:00+00:00,9727.457805090504,9727.457805090504,0.0,0
2026-03-08 01:00:00+00:00,9727.457805090504,9727.457805090504,0.0,0
2026-03-08 01:15:00+00:00,9727.457805090504,9727.457805090504,0.0,0
2026-03-08 01:30:00+00:00,9727.457805090504,9727.457805090504,0.0,0
2026-03-08 01:45:00+00:00,9727.457805090504,9727.457805090504,0.0,0
2026-03-08 02:00:00+00:00,9727.457805090504,9727.457805090504,0.0,0
2026-03-08 02:15:00+00:00,9727.457805090504,9727.457805090504,0.0,0
2026-03-08 02:30:00+00:00,9727.457805090504,9727.457805090504,0.0,0
2026-03-08 02:45:00+00:00,9727.457805090504,9727.457805090504,0.0,0
2026-03-08 03:00:00+00:00,9727.457805090504,9727.457805090504,0.0,0
2026-03-08 03:15:00+00:00,9727.457805090504,9727.457805090504,0.0,0
2026-03-08 03:30:00+00:00,9727.457805090504,9727.457805090504,0.0,0
2026-03-08 03:45:00+00:00,9727.457805090504,9727.457805090504,0.0,0
2026-03-08 04:00:00+00:00,9727.457805090504,9727.457805090504,0.0,0
2026-03-08 04:15:00+00:00,9727.457805090504,9727.457805090504,0.0,0
2026-03-08 04:30:00+00:00,9727.457805090504,9727.457805090504,0.0,0
2026-03-08 04:45:00+00:00,9727.457805090504,9727.457805090504,0.0,0
2026-03-08 05:00:00+00:00,9727.457805090504,9727.457805090504,0.0,0
2026-03-08 05:15:00+00:00,9727.457805090504,9727.457805090504,0.0,0
2026-03-08 05:30:00+00:00,9727.457805090504,9727.457805090504,0.0,0
2026-03-08 05:45:00+00:00,9727.457805090504,9727.457805090504,0.0,0
2026-03-08 06:00:00+00:00,9727.457805090504,9727.457805090504,0.0,0
2026-03-08 06:15:00+00:00,9727.457805090504,9727.457805090504,0.0,0
2026-03-08 06:30:00+00:00,9727.457805090504,9727.457805090504,0.0,0
2026-03-08 06:45:00+00:00,9727.457805090504,9727.457805090504,0.0,0
2026-03-08 07:00:00+00:00,9727.457805090504,9727.457805090504,0.0,0
2026-03-08 07:15:00+00:00,9727.457805090504,9727.457805090504,0.0,0
2026-03-08 07:30:00+00:00,9727.457805090504,9727.457805090504,0.0,0
2026-03-08 07:45:00+00:00,9727.457805090504,9727.457805090504,0.0,0
2026-03-08 08:00:00+00:00,9727.457805090504,9727.457805090504,0.0,0
2026-03-08 08:15:00+00:00,9727.457805090504,9727.457805090504,0.0,0
2026-03-08 08:30:00+00:00,9727.457805090504,9727.457805090504,0.0,0
2026-03-08 08:45:00+00:00,9727.457805090504,9727.457805090504,0.0,0
2026-03-08 09:00:00+00:00,9727.457805090504,9727.457805090504,0.0,0
2026-03-08 09:15:00+00:00,9727.457805090504,9727.457805090504,0.0,0
2026-03-08 09:30:00+00:00,9727.457805090504,9727.457805090504,0.0,0
2026-03-08 09:45:00+00:00,9727.457805090504,9727.457805090504,0.0,0
2026-03-08 10:00:00+00:00,9727.457805090504,9727.457805090504,0.0,0
2026-03-08 10:15:00+00:00,9727.457805090504,9727.457805090504,0.0,0
2026-03-08 10:30:00+00:00,9727.457805090504,9727.457805090504,0.0,0
2026-03-08 10:45:00+00:00,9727.457805090504,9727.457805090504,0.0,0
2026-03-08 11:00:00+00:00,9727.457805090504,9727.457805090504,0.0,0
2026-03-08 11:15:00+00:00,9727.457805090504,9727.457805090504,0.0,0
2026-03-08 11:30:00+00:00,9727.457805090504,9727.457805090504,0.0,0
2026-03-08 11:45:00+00:00,9727.457805090504,9727.457805090504,0.0,0
2026-03-08 12:00:00+00:00,9727.457805090504,9727.457805090504,0.0,0
2026-03-08 12:15:00+00:00,9727.457805090504,9727.457805090504,0.0,0
2026-03-08 12:30:00+00:00,9727.457805090504,9727.457805090504,0.0,0
2026-03-08 12:45:00+00:00,9727.457805090504,9727.457805090504,0.0,0
2026-03-08 13:00:00+00:00,9727.457805090504,9727.457805090504,0.0,0
2026-03-08 13:15:00+00:00,9727.457805090504,9727.457805090504,0.0,0
2026-03-08 13:30:00+00:00,9727.457805090504,9727.457805090504,0.0,0
2026-03-08 13:45:00+00:00,9727.457805090504,9727.457805090504,0.0,0
2026-03-08 14:00:00+00:00,9727.457805090504,9727.457805090504,0.0,0
2026-03-08 14:15:00+00:00,9727.457805090504,9727.457805090504,0.0,0
2026-03-08 14:30:00+00:00,9727.457805090504,9727.457805090504,0.0,0
2026-03-08 14:45:00+00:00,9727.457805090504,9727.457805090504,0.0,0
2026-03-08 15:00:00+00:00,9727.457805090504,9727.457805090504,0.0,0
2026-03-08 15:15:00+00:00,9727.457805090504,9727.457805090504,0.0,0
2026-03-08 15:30:00+00:00,9727.457805090504,9727.457805090504,0.0,0
2026-03-08 15:45:00+00:00,9727.457805090504,9727.457805090504,0.0,0
2026-03-08 16:00:00+00:00,9727.457805090504,9727.457805090504,0.0,0
2026-03-08 16:15:00+00:00,9727.457805090504,9727.457805090504,0.0,0
2026-03-08 16:30:00+00:00,9727.457805090504,9727.457805090504,0.0,0
2026-03-08 16:45:00+00:00,9727.457805090504,9727.457805090504,0.0,0
2026-03-08 17:00:00+00:00,9727.457805090504,9727.457805090504,0.0,0
2026-03-08 17:15:00+00:00,9727.457805090504,9727.457805090504,0.0,0
2026-03-08 17:30:00+00:00,9727.457805090504,9727.457805090504,0.0,0
2026-03-08 17:45:00+00:00,9727.457805090504,9727.457805090504,0.0,0
2026-03-08 18:00:00+00:00,9727.457805090504,9727.457805090504,0.0,0
