timestamp,open,high,low,close,volume
2026-02-15 05:40:15+00:00,0.031,0.031030999999999996,0.030969,0.031,262229941.654442
2026-02-15 05:40:16+00:00,0.0305,0.030530499999999995,0.0304695,0.0305,127684064.95211223
2026-02-15 05:40:18+00:00,0.031,0.031030999999999996,0.030969,0.031,262229941.654442
2026-02-15 05:40:26+00:00,0.0305,0.030530499999999995,0.0304695,0.0305,127684064.95211223
2026-02-15 05:50:14+00:00,0.030833333333333334,0.030864166666666665,0.0308025,0.030833333333333334,389914006.60655427
2026-02-15 05:50:16+00:00,0.031,0.031030999999999996,0.030969,0.031,262229941.654442
2026-02-15 05:50:20+00:00,0.0305,0.030530499999999995,0.0304695,0.0305,127684064.95211223
2026-02-15 06:00:21+00:00,0.031,0.031030999999999996,0.030969,0.031,262229941.654442
2026-02-15 06:00:22+00:00,0.031,0.031030999999999996,0.030969,0.031,127684064.95211223
2026-02-15 06:00:30+00:00,0.031,0.031030999999999996,0.030969,0.031,262229941.654442
2026-02-15 06:00:45+00:00,0.031,0.031030999999999996,0.030969,0.031,127684064.95211223
2026-02-15 06:10:13+00:00,0.031,0.031030999999999996,0.030969,0.031,262229941.654442
2026-02-15 06:10:14+00:00,0.0305,0.030530499999999995,0.0304695,0.0305,127684064.95211223
2026-02-15 06:10:15+00:00,0.031,0.031030999999999996,0.030969,0.031,262229941.654442
2026-02-15 06:10:35+00:00,0.0305,0.030530499999999995,0.0304695,0.0305,127684064.95211223
2026-02-15 06:20:15+00:00,0.031,0.031030999999999996,0.030969,0.031,262229941.654442
2026-02-15 06:20:16+00:00,0.0315,0.0315315,0.0314685,0.0315,127684064.95211223
2026-02-15 06:20:17+00:00,0.031,0.031030999999999996,0.030969,0.031,262229941.654442
2026-02-15 06:20:22+00:00,0.0315,0.0315315,0.0314685,0.0315,127684064.95211223
2026-02-15 06:30:16+00:00,0.031,0.031030999999999996,0.030969,0.031,262229941.654442
2026-02-15 06:30:17+00:00,0.0315,0.0315315,0.0314685,0.0315,127684064.95211223
2026-02-15 06:30:20+00:00,0.031,0.031030999999999996,0.030969,0.031,262229941.654442
2026-02-15 06:30:28+00:00,0.0315,0.0315315,0.0314685,0.0315,127684064.95211223
2026-02-15 06:40:15+00:00,0.0305,0.030530499999999995,0.0304695,0.0305,262229941.654442
2026-02-15 06:40:16+00:00,0.0315,0.0315315,0.0314685,0.0315,127684064.95211223
2026-02-15 06:40:18+00:00,0.0305,0.030530499999999995,0.0304695,0.0305,262229941.654442
2026-02-15 06:40:22+00:00,0.0315,0.0315315,0.0314685,0.0315,127684064.95211223
