timestamp,market_id,symbol,predicted_probability,market_price,direction,position_size,entry_price,exit_price,realized_outcome,pnl,fees,net_pnl,strategy_name,confidence,edge,capital_at_entry,settlement_time
2026-02-26 18:30:30+00:00,cs2-bb3-fokus-2026-02-26-game2,Polymarket,0.6675,0.54,YES,400.0,0.5427,0.0,0,-217.07999999999998,4.0,-225.07999999999998,Arbitrage,0.8499999999999996,0.12749999999999995,9996.0,2026-02-26 22:50:29+00:00
2026-02-26 18:40:20+00:00,us-strikes-iran-by-february-28-2026-227-967-547-688-589-491-592-418-452-924-384-915-464-672-196-157-993-596-269-535-381-391-471-256-988-997-296-225-762-973-292-827-345-182-558-215-794-879-189-761,Polymarket,0.15500000000000003,0.105,YES,167.53072625698334,0.10552499999999998,1.0,1,149.85204636871518,1.6753072625698335,146.5014318435755,Arbitrage,0.2500000000000002,0.025000000000000022,9994.32469273743,2026-02-28 09:30:32+00:00
2026-02-26 18:40:20+00:00,us-strikes-iran-by-march-1-2026-492,Polymarket,0.21499999999999997,0.145,YES,245.47464157600697,0.14572499999999997,1.0,1,209.70284943234336,2.4547464157600696,204.79335660082322,Arbitrage,0.34999999999999976,0.034999999999999976,9991.869946321669,2026-02-28 09:30:31+00:00
2026-02-26 20:10:37+00:00,nba-lac-gsw-2026-03-02,Polymarket,0.485,0.445,YES,216.0404312718196,0.447225,1.0,1,119.42174939628009,2.160404312718196,115.10094077084369,Arbitrage,0.20000000000000018,0.020000000000000018,9989.70954200895,2026-03-03 07:40:34+00:00
2026-02-26 22:10:26+00:00,nba-cle-det-2026-02-27,Polymarket,0.375,0.275,YES,399.588381680358,0.276375,0.0,0,-110.43623898690893,3.99588381680358,-118.4280066205161,Arbitrage,0.4999999999999999,0.04999999999999999,9985.713658192146,2026-02-28 06:30:35+00:00
2026-02-26 23:10:20+00:00,nba-den-okc-2026-02-27,Polymarket,0.375,0.285,YES,368.88546681285055,0.28642499999999993,0.0,0,-105.65801983187069,3.6888546681285055,-113.03572916812769,Arbitrage,0.4500000000000004,0.04500000000000004,9764.944803524018,2026-02-28 07:50:33+00:00
2026-02-27 01:20:24+00:00,cbb-alcst-txs-2026-02-26,Polymarket,0.385,0.275,YES,390.59779214096073,0.276375,0.0,0,-107.95146480295801,3.9059779214096073,-115.76342064577722,Arbitrage,0.5499999999999999,0.05499999999999999,9761.038825602609,2026-02-27 06:20:32+00:00
2026-02-27 19:10:21+00:00,sol-updown-15m-1772218800,Polymarket,0.5349999999999999,0.07,YES,386.12349443198605,0.07035,0.0,0,-27.16378783329022,3.8612349443198606,-34.88625772192994,Arbitrage,1.0,0.23249999999999998,9649.22612585533,2026-02-27 19:10:22+00:00
2026-02-28 03:30:30+00:00,bra-pal-mir-2026-03-15-pal,Polymarket,0.5675,0.385,YES,384.8824935208816,0.38692499999999996,1.0,1,235.9618347153145,3.848824935208816,228.26418484489685,Arbitrage,1.0,0.1825,9618.21351308683,2026-03-16 04:10:31+00:00
2026-02-28 06:20:57+00:00,us-strikes-iran-by-february-27-2026,Polymarket,0.05249999999999999,0.01,YES,123.87093160793643,0.01005,0.0,0,-1.2449028626597611,1.2387093160793643,-3.72232149481849,Arbitrage,0.2124999999999999,0.02124999999999999,9616.97480377075,2026-02-28 07:10:32+00:00
2026-02-28 07:30:26+00:00,us-forces-enter-iran-by-march-31-222-191-243-517-878-439-519,Polymarket,0.385,0.195,YES,380.21174647684734,0.19597499999999998,0.0,0,-74.51199701580015,3.8021174647684735,-82.11623194533709,Arbitrage,0.9499999999999997,0.09499999999999997,9501.491544456414,2026-03-01 00:40:34+00:00
2026-02-28 10:20:23+00:00,khamenei-out-as-supreme-leader-of-iran-by-february-28,Polymarket,0.27949999999999997,0.184,YES,342.5145566730312,0.18491999999999997,1.0,1,279.1767648530543,3.425145566730312,272.3264737195937,Arbitrage,0.4774999999999996,0.04774999999999996,9751.963274858872,2026-03-04 01:00:31+00:00
2026-02-28 16:00:29+00:00,us-x-iran-ceasefire-by-march-15,Polymarket,0.41500000000000004,0.38,YES,165.1542167516423,0.38189999999999996,0.0,0,-63.07239537745219,1.651542167516423,-66.37547971248503,Arbitrage,0.17500000000000016,0.017500000000000016,9750.311732691356,2026-03-16 06:20:29+00:00
2026-03-01 17:00:28+00:00,epl-ars-che-2026-03-01-ars,Polymarket,0.6975,0.595,YES,387.03198942702227,0.5979749999999999,1.0,1,155.59653554939865,3.8703198942702226,147.85589576085823,Arbitrage,0.6833333333333336,0.10250000000000004,9671.929415781286,2026-03-01 21:40:30+00:00
2026-03-03 01:20:24+00:00,nba-bos-mil-2026-03-02,Polymarket,0.8300000000000001,0.735,YES,393.1010380532274,0.7386749999999999,1.0,1,102.7271287692597,3.9310103805322743,94.86510800819516,Arbitrage,0.633333333333334,0.09500000000000008,9823.594940950152,2026-03-03 04:50:39+00:00
2026-03-03 21:50:32+00:00,epl-wol-liv-2026-03-03-liv,Polymarket,0.52,0.16,YES,401.8297527646277,0.1608,0.0,0,-64.61422424455213,4.018297527646277,-72.6508192998447,Arbitrage,1.0,0.18,10041.725521588045,2026-03-04 01:20:28+00:00
2026-03-04 16:10:29+00:00,will-trump-nominate-judy-shelton-as-the-next-fed-chair,Polymarket,0.04349999999999998,0.01,YES,104.11686366169216,0.01005,0.0,0,-1.0463744798000063,1.0411686366169217,-3.1287117530338495,Arbitrage,0.16749999999999987,0.016749999999999987,10255.246893559932,2026-03-04 19:20:36+00:00
2026-03-08 22:50:21+00:00,lol-blg-fox1-2026-03-16,Polymarket,0.5675,0.5,YES,410.1680207632053,0.5025,1.0,1,204.05859032969465,4.101680207632053,195.85522991443054,Arbitrage,0.45000000000000007,0.0675,10250.098838872498,2026-03-16 19:50:30+00:00
2026-03-09 17:20:29+00:00,nba-gsw-nyk-2026-03-15,Polymarket,0.5,0.32,YES,410.0039535548999,0.3216,0.0,0,-131.8572714632558,4.100039535549,-140.05735053435382,Arbitrage,0.8999999999999997,0.08999999999999997,10245.99879933695,2026-03-16 05:00:35+00:00
